timestamp,hour,light_lux,occupancy,water_flow,tariff
2026-01-07 16:55:32.844391,16,434.1,1,0.0,10.2
2026-01-07 17:10:32.844391,17,416.9,1,0.0,8.5
2026-01-07 17:25:32.844391,17,479.6,1,0.0,8.5
2026-01-07 17:40:32.844391,17,445.9,1,0.0,8.5
2026-01-07 17:55:32.844391,17,461.7,1,0.0,8.5
2026-01-07 18:10:32.844391,18,568.7,1,0.0,8.5
2026-01-07 18:25:32.844391,18,531.0,1,0.0,8.5
2026-01-07 18:40:32.844391,18,437.2,1,0.0,8.5
2026-01-07 18:55:32.844391,18,432.4,1,0.0,8.5
2026-01-07 19:10:32.844391,19,106.8,0,0.0,8.5
2026-01-07 19:25:32.844391,19,336.3,0,0.0,8.5
2026-01-07 19:40:32.844391,19,196.5,1,0.0,8.5
2026-01-07 19:55:32.844391,19,317.9,0,0.0,8.5
2026-01-07 20:10:32.844391,20,286.4,1,0.0,8.5
2026-01-07 20:25:32.844391,20,115.7,0,0.0,8.5
2026-01-07 20:40:32.844391,20,336.1,1,0.0,8.5
2026-01-07 20:55:32.844391,20,193.3,1,0.0,8.5
2026-01-07 21:10:32.844391,21,133.1,1,0.0,8.5
2026-01-07 21:25:32.844391,21,145.1,1,0.0,8.5
2026-01-07 21:40:32.844391,21,244.1,0,0.0,8.5
2026-01-07 21:55:32.844391,21,249.7,1,9.5,8.5
2026-01-07 22:10:32.844391,22,223.1,1,0.0,10.2
2026-01-07 22:25:32.844391,22,154.3,1,0.0,10.2
2026-01-07 22:40:32.844391,22,109.7,1,0.0,10.2
2026-01-07 22:55:32.844391,22,314.7,1,0.0,10.2
2026-01-07 23:10:32.844391,23,36.2,0,0.0,10.2
2026-01-07 23:25:32.844391,23,274.5,1,0.0,10.2
2026-01-07 23:40:32.844391,23,222.0,0,0.0,10.2
2026-01-07 23:55:32.844391,23,154.0,1,0.0,10.2
2026-01-08 00:10:32.844391,0,0.0,0,0.0,6.8
2026-01-08 00:25:32.844391,0,0.0,0,0.0,6.8
2026-01-08 00:40:32.844391,0,8.2,0,0.0,6.8
2026-01-08 00:55:32.844391,0,6.2,0,0.5,6.8
2026-01-08 01:10:32.844391,1,6.1,0,0.0,6.8
2026-01-08 01:25:32.844391,1,0.0,0,0.0,6.8
2026-01-08 01:40:32.844391,1,0.1,0,0.0,6.8
2026-01-08 01:55:32.844391,1,2.0,0,0.0,6.8
2026-01-08 02:10:32.844391,2,12.9,0,0.0,6.8
2026-01-08 02:25:32.844391,2,5.4,0,0.0,6.8
2026-01-08 02:40:32.844391,2,0.9,0,0.0,6.8
2026-01-08 02:55:32.844391,2,8.3,0,0.0,6.8
2026-01-08 03:10:32.844391,3,0.0,0,0.0,6.8
2026-01-08 03:25:32.844391,3,0.0,0,0.0,6.8
2026-01-08 03:40:32.844391,3,0.0,1,0.0,6.8
2026-01-08 03:55:32.844391,3,5.0,0,0.0,6.8
2026-01-08 04:10:32.844391,4,10.7,0,0.0,6.8
2026-01-08 04:25:32.844391,4,0.0,0,0.0,6.8
2026-01-08 04:40:32.844391,4,0.0,0,0.0,6.8
2026-01-08 04:55:32.844391,4,18.5,0,0.0,6.8
2026-01-08 05:10:32.844391,5,17.1,0,0.0,6.8
2026-01-08 05:25:32.844391,5,0.0,0,0.0,6.8
2026-01-08 05:40:32.844391,5,0.0,0,0.0,6.8
2026-01-08 05:55:32.844391,5,3.7,1,0.0,6.8
2026-01-08 06:10:32.844391,6,6.8,0,0.0,8.5
2026-01-08 06:25:32.844391,6,7.5,0,0.0,8.5
2026-01-08 06:40:32.844391,6,10.4,0,0.0,8.5
2026-01-08 06:55:32.844391,6,0.0,0,0.0,8.5
2026-01-08 07:10:32.844391,7,1.7,0,0.0,8.5
2026-01-08 07:25:32.844391,7,11.1,0,0.0,8.5
2026-01-08 07:40:32.844391,7,0.0,0,0.0,8.5
2026-01-08 07:55:32.844391,7,0.0,0,0.0,8.5
2026-01-08 08:10:32.844391,8,433.3,1,9.5,8.5
2026-01-08 08:25:32.844391,8,476.3,1,0.0,8.5
2026-01-08 08:40:32.844391,8,508.2,1,0.0,8.5
2026-01-08 08:55:32.844391,8,440.2,1,11.59,8.5
2026-01-08 09:10:32.844391,9,452.5,1,0.0,8.5
2026-01-08 09:25:32.844391,9,415.9,1,0.0,8.5
2026-01-08 09:40:32.844391,9,421.5,0,0.0,8.5
2026-01-08 09:55:32.844391,9,496.2,1,0.0,8.5
2026-01-08 10:10:32.844391,10,490.2,1,0.0,8.5
2026-01-08 10:25:32.844391,10,504.5,1,0.0,8.5
2026-01-08 10:40:32.844391,10,450.3,1,0.0,8.5
2026-01-08 10:55:32.844391,10,464.2,1,0.0,8.5
2026-01-08 11:10:32.844391,11,385.1,1,0.0,8.5
2026-01-08 11:25:32.844391,11,574.2,1,0.0,8.5
2026-01-08 11:40:32.844391,11,469.8,1,0.0,8.5
2026-01-08 11:55:32.844391,11,453.3,1,0.0,8.5
2026-01-08 12:10:32.844391,12,400.6,1,0.0,8.5
2026-01-08 12:25:32.844391,12,396.1,1,9.29,8.5
2026-01-08 12:40:32.844391,12,485.0,1,0.0,8.5
2026-01-08 12:55:32.844391,12,460.4,1,0.0,8.5
2026-01-08 13:10:32.844391,13,434.4,1,0.0,8.5
2026-01-08 13:25:32.844391,13,353.4,0,0.0,8.5
2026-01-08 13:40:32.844391,13,437.3,0,0.0,8.5
2026-01-08 13:55:32.844391,13,428.2,1,10.7,8.5
2026-01-08 14:10:32.844391,14,493.0,1,0.0,10.2
2026-01-08 14:25:32.844391,14,417.5,1,0.0,10.2
2026-01-08 14:40:32.844391,14,451.0,1,0.0,10.2
2026-01-08 14:55:32.844391,14,465.3,0,0.0,10.2
2026-01-08 15:10:32.844391,15,422.2,1,0.0,10.2
2026-01-08 15:25:32.844391,15,503.3,1,0.0,10.2
2026-01-08 15:40:32.844391,15,451.7,1,8.7,10.2
2026-01-08 15:55:32.844391,15,455.0,1,6.87,10.2
2026-01-08 16:10:32.844391,16,481.4,1,0.0,10.2
2026-01-08 16:25:32.844391,16,406.6,0,0.0,10.2
2026-01-08 16:40:32.844391,16,459.3,1,0.0,10.2
2026-01-08 16:55:32.844391,16,481.4,0,0.5,10.2
2026-01-08 17:10:32.844391,17,357.7,1,0.0,8.5
2026-01-08 17:25:32.844391,17,346.3,1,0.0,8.5
2026-01-08 17:40:32.844391,17,456.8,1,0.0,8.5
2026-01-08 17:55:32.844391,17,491.0,1,0.0,8.5
2026-01-08 18:10:32.844391,18,583.2,1,5.37,8.5
2026-01-08 18:25:32.844391,18,489.7,1,0.0,8.5
2026-01-08 18:40:32.844391,18,467.2,1,0.0,8.5
2026-01-08 18:55:32.844391,18,382.8,1,0.0,8.5
2026-01-08 19:10:32.844391,19,370.2,0,0.0,8.5
2026-01-08 19:25:32.844391,19,275.4,1,0.0,8.5
2026-01-08 19:40:32.844391,19,234.5,1,0.0,8.5
2026-01-08 19:55:32.844391,19,205.9,1,6.33,8.5
2026-01-08 20:10:32.844391,20,144.5,1,0.0,8.5
2026-01-08 20:25:32.844391,20,259.9,1,0.0,8.5
2026-01-08 20:40:32.844391,20,367.8,1,0.0,8.5
2026-01-08 20:55:32.844391,20,453.6,0,0.0,8.5
2026-01-08 21:10:32.844391,21,19.1,0,0.0,8.5
2026-01-08 21:25:32.844391,21,0.0,0,0.0,8.5
2026-01-08 21:40:32.844391,21,106.8,1,0.0,8.5
2026-01-08 21:55:32.844391,21,193.3,1,0.0,8.5
2026-01-08 22:10:32.844391,22,190.8,1,0.0,10.2
2026-01-08 22:25:32.844391,22,46.5,0,0.0,10.2
2026-01-08 22:40:32.844391,22,379.2,0,0.0,10.2
2026-01-08 22:55:32.844391,22,143.0,0,0.0,10.2
2026-01-08 23:10:32.844391,23,131.3,1,0.0,10.2
2026-01-08 23:25:32.844391,23,132.0,0,0.0,10.2
2026-01-08 23:40:32.844391,23,372.7,1,7.71,10.2
2026-01-08 23:55:32.844391,23,209.6,1,0.0,10.2
2026-01-09 00:10:32.844391,0,0.0,1,6.07,6.8
2026-01-09 00:25:32.844391,0,0.0,0,0.0,6.8
2026-01-09 00:40:32.844391,0,0.0,0,0.0,6.8
2026-01-09 00:55:32.844391,0,3.8,0,0.0,6.8
2026-01-09 01:10:32.844391,1,1.0,0,0.0,6.8
2026-01-09 01:25:32.844391,1,2.7,0,0.0,6.8
2026-01-09 01:40:32.844391,1,0.0,0,0.0,6.8
2026-01-09 01:55:32.844391,1,11.0,0,0.0,6.8
2026-01-09 02:10:32.844391,2,0.0,0,0.0,6.8
2026-01-09 02:25:32.844391,2,0.0,0,0.0,6.8
2026-01-09 02:40:32.844391,2,13.6,0,0.0,6.8
2026-01-09 02:55:32.844391,2,0.0,1,0.0,6.8
2026-01-09 03:10:32.844391,3,0.0,0,0.0,6.8
2026-01-09 03:25:32.844391,3,0.0,0,0.0,6.8
2026-01-09 03:40:32.844391,3,2.5,1,10.84,6.8
2026-01-09 03:55:32.844391,3,0.0,0,0.0,6.8
2026-01-09 04:10:32.844391,4,0.9,0,0.0,6.8
2026-01-09 04:25:32.844391,4,7.5,0,0.0,6.8
2026-01-09 04:40:32.844391,4,10.2,0,0.0,6.8
2026-01-09 04:55:32.844391,4,0.0,0,0.0,6.8
2026-01-09 05:10:32.844391,5,0.0,0,0.0,6.8
2026-01-09 05:25:32.844391,5,2.1,0,0.0,6.8
2026-01-09 05:40:32.844391,5,21.3,0,0.0,6.8
2026-01-09 05:55:32.844391,5,5.8,0,0.0,6.8
2026-01-09 06:10:32.844391,6,2.8,0,0.0,8.5
2026-01-09 06:25:32.844391,6,1.9,0,0.0,8.5
2026-01-09 06:40:32.844391,6,15.4,0,0.0,8.5
2026-01-09 06:55:32.844391,6,0.0,0,0.0,8.5
2026-01-09 07:10:32.844391,7,6.2,0,0.0,8.5
2026-01-09 07:25:32.844391,7,0.0,0,0.0,8.5
2026-01-09 07:40:32.844391,7,0.6,0,0.0,8.5
2026-01-09 07:55:32.844391,7,0.0,0,0.0,8.5
2026-01-09 08:10:32.844391,8,530.2,1,0.0,8.5
2026-01-09 08:25:32.844391,8,431.9,1,0.0,8.5
2026-01-09 08:40:32.844391,8,529.4,1,0.0,8.5
2026-01-09 08:55:32.844391,8,459.7,1,0.0,8.5
2026-01-09 09:10:32.844391,9,430.4,1,0.0,8.5
2026-01-09 09:25:32.844391,9,466.6,1,0.0,8.5
2026-01-09 09:40:32.844391,9,424.5,1,0.0,8.5
2026-01-09 09:55:32.844391,9,449.9,1,8.76,8.5
2026-01-09 10:10:32.844391,10,481.7,1,0.0,8.5
2026-01-09 10:25:32.844391,10,486.9,1,0.0,8.5
2026-01-09 10:40:32.844391,10,489.8,1,0.0,8.5
2026-01-09 10:55:32.844391,10,549.8,1,0.0,8.5
2026-01-09 11:10:32.844391,11,438.7,1,0.0,8.5
2026-01-09 11:25:32.844391,11,487.2,1,0.0,8.5
2026-01-09 11:40:32.844391,11,548.0,1,0.0,8.5
2026-01-09 11:55:32.844391,11,464.4,1,0.0,8.5
2026-01-09 12:10:32.844391,12,492.1,1,10.3,8.5
2026-01-09 12:25:32.844391,12,475.5,1,0.0,8.5
2026-01-09 12:40:32.844391,12,427.3,1,0.0,8.5
2026-01-09 12:55:32.844391,12,443.8,1,0.0,8.5
2026-01-09 13:10:32.844391,13,525.9,0,0.0,8.5
2026-01-09 13:25:32.844391,13,475.0,1,8.59,8.5
2026-01-09 13:40:32.844391,13,453.2,1,6.56,8.5
2026-01-09 13:55:32.844391,13,524.7,1,0.0,8.5
2026-01-09 14:10:32.844391,14,405.4,1,0.0,10.2
2026-01-09 14:25:32.844391,14,370.5,1,0.0,10.2
2026-01-09 14:40:32.844391,14,409.6,1,0.0,10.2
2026-01-09 14:55:32.844391,14,434.5,1,0.0,10.2
2026-01-09 15:10:32.844391,15,503.8,1,0.0,10.2
2026-01-09 15:25:32.844391,15,479.2,1,0.0,10.2
2026-01-09 15:40:32.844391,15,503.7,1,5.56,10.2
2026-01-09 15:55:32.844391,15,422.2,0,0.0,10.2
2026-01-09 16:10:32.844391,16,435.0,0,0.0,10.2
2026-01-09 16:25:32.844391,16,432.5,1,5.79,10.2
2026-01-09 16:40:32.844391,16,355.9,1,0.0,10.2
2026-01-09 16:55:32.844391,16,486.9,1,0.0,10.2
2026-01-09 17:10:32.844391,17,400.9,1,0.0,8.5
2026-01-09 17:25:32.844391,17,471.6,0,0.0,8.5
2026-01-09 17:40:32.844391,17,438.4,1,0.0,8.5
2026-01-09 17:55:32.844391,17,443.8,0,0.0,8.5
2026-01-09 18:10:32.844391,18,477.2,1,0.0,8.5
2026-01-09 18:25:32.844391,18,411.4,1,0.0,8.5
2026-01-09 18:40:32.844391,18,412.3,1,10.57,8.5
2026-01-09 18:55:32.844391,18,443.9,1,0.0,8.5
2026-01-09 19:10:32.844391,19,172.4,1,0.0,8.5
2026-01-09 19:25:32.844391,19,316.5,0,0.0,8.5
2026-01-09 19:40:32.844391,19,53.4,1,0.0,8.5
2026-01-09 19:55:32.844391,19,399.3,0,0.0,8.5
2026-01-09 20:10:32.844391,20,215.9,1,0.0,8.5
2026-01-09 20:25:32.844391,20,271.2,0,0.0,8.5
2026-01-09 20:40:32.844391,20,167.5,1,0.0,8.5
2026-01-09 20:55:32.844391,20,196.1,1,0.0,8.5
2026-01-09 21:10:32.844391,21,69.5,1,5.08,8.5
2026-01-09 21:25:32.844391,21,91.8,1,0.0,8.5
2026-01-09 21:40:32.844391,21,333.4,1,0.0,8.5
2026-01-09 21:55:32.844391,21,276.1,1,0.0,8.5
2026-01-09 22:10:32.844391,22,257.5,0,0.0,10.2
2026-01-09 22:25:32.844391,22,88.9,0,0.0,10.2
2026-01-09 22:40:32.844391,22,180.7,0,0.0,10.2
2026-01-09 22:55:32.844391,22,282.0,1,0.0,10.2
2026-01-09 23:10:32.844391,23,214.4,0,0.0,10.2
2026-01-09 23:25:32.844391,23,262.3,0,0.0,10.2
2026-01-09 23:40:32.844391,23,356.9,0,0.0,10.2
2026-01-09 23:55:32.844391,23,411.5,1,0.0,10.2
2026-01-10 00:10:32.844391,0,0.0,0,0.5,6.8
2026-01-10 00:25:32.844391,0,14.5,0,0.0,6.8
2026-01-10 00:40:32.844391,0,13.2,0,0.0,6.8
2026-01-10 00:55:32.844391,0,0.0,0,0.0,6.8
2026-01-10 01:10:32.844391,1,0.0,0,0.0,6.8
2026-01-10 01:25:32.844391,1,17.4,0,0.0,6.8
2026-01-10 01:40:32.844391,1,10.0,0,0.0,6.8
2026-01-10 01:55:32.844391,1,4.4,0,0.0,6.8
2026-01-10 02:10:32.844391,2,1.4,0,0.0,6.8
2026-01-10 02:25:32.844391,2,10.0,0,0.5,6.8
2026-01-10 02:40:32.844391,2,0.0,0,0.0,6.8
2026-01-10 02:55:32.844391,2,0.0,0,0.0,6.8
2026-01-10 03:10:32.844391,3,13.3,0,0.0,6.8
2026-01-10 03:25:32.844391,3,0.0,0,0.0,6.8
2026-01-10 03:40:32.844391,3,14.5,0,0.0,6.8
2026-01-10 03:55:32.844391,3,0.0,0,0.0,6.8
2026-01-10 04:10:32.844391,4,0.0,0,0.0,6.8
2026-01-10 04:25:32.844391,4,1.6,0,0.0,6.8
2026-01-10 04:40:32.844391,4,0.4,0,0.0,6.8
2026-01-10 04:55:32.844391,4,16.6,0,0.0,6.8
2026-01-10 05:10:32.844391,5,0.0,0,0.5,6.8
2026-01-10 05:25:32.844391,5,4.9,0,0.0,6.8
2026-01-10 05:40:32.844391,5,4.6,0,0.0,6.8
2026-01-10 05:55:32.844391,5,7.5,0,0.5,6.8
2026-01-10 06:10:32.844391,6,18.8,0,0.0,8.5
2026-01-10 06:25:32.844391,6,0.0,0,0.0,8.5
2026-01-10 06:40:32.844391,6,0.0,0,0.0,8.5
2026-01-10 06:55:32.844391,6,26.7,0,0.0,8.5
2026-01-10 07:10:32.844391,7,10.1,0,0.0,8.5
2026-01-10 07:25:32.844391,7,2.4,0,0.0,8.5
2026-01-10 07:40:32.844391,7,0.0,0,0.0,8.5
2026-01-10 07:55:32.844391,7,0.0,0,0.5,8.5
2026-01-10 08:10:32.844391,8,0.0,0,0.0,8.5
2026-01-10 08:25:32.844391,8,17.5,0,0.0,8.5
2026-01-10 08:40:32.844391,8,0.0,0,0.0,8.5
2026-01-10 08:55:32.844391,8,4.3,0,0.5,8.5
2026-01-10 09:10:32.844391,9,0.0,1,0.0,8.5
2026-01-10 09:25:32.844391,9,7.9,0,0.0,8.5
2026-01-10 09:40:32.844391,9,0.0,0,0.0,8.5
2026-01-10 09:55:32.844391,9,2.7,0,0.0,8.5
2026-01-10 10:10:32.844391,10,0.0,0,0.0,8.5
2026-01-10 10:25:32.844391,10,2.5,0,0.0,8.5
2026-01-10 10:40:32.844391,10,0.0,0,0.0,8.5
2026-01-10 10:55:32.844391,10,0.0,0,0.0,8.5
2026-01-10 11:10:32.844391,11,0.0,0,0.0,8.5
2026-01-10 11:25:32.844391,11,15.3,0,0.0,8.5
2026-01-10 11:40:32.844391,11,5.9,0,0.0,8.5
2026-01-10 11:55:32.844391,11,1.9,0,0.0,8.5
2026-01-10 12:10:32.844391,12,0.0,0,0.0,8.5
2026-01-10 12:25:32.844391,12,8.8,0,0.0,8.5
2026-01-10 12:40:32.844391,12,6.2,0,0.0,8.5
2026-01-10 12:55:32.844391,12,0.0,0,0.0,8.5
2026-01-10 13:10:32.844391,13,0.0,0,0.0,8.5
2026-01-10 13:25:32.844391,13,0.0,1,0.0,8.5
2026-01-10 13:40:32.844391,13,0.0,0,0.0,8.5
2026-01-10 13:55:32.844391,13,0.0,0,0.0,8.5
2026-01-10 14:10:32.844391,14,0.0,0,0.0,10.2
2026-01-10 14:25:32.844391,14,0.0,0,0.5,10.2
2026-01-10 14:40:32.844391,14,6.8,0,0.0,10.2
2026-01-10 14:55:32.844391,14,0.0,0,0.0,10.2
2026-01-10 15:10:32.844391,15,12.3,0,0.0,10.2
2026-01-10 15:25:32.844391,15,5.4,0,0.0,10.2
2026-01-10 15:40:32.844391,15,0.0,0,0.0,10.2
2026-01-10 15:55:32.844391,15,2.1,0,0.0,10.2
2026-01-10 16:10:32.844391,16,0.0,0,0.0,10.2
2026-01-10 16:25:32.844391,16,3.4,0,0.0,10.2
2026-01-10 16:40:32.844391,16,0.0,0,0.0,10.2
2026-01-10 16:55:32.844391,16,0.0,0,0.0,10.2
2026-01-10 17:10:32.844391,17,0.0,0,0.0,8.5
2026-01-10 17:25:32.844391,17,0.0,0,0.0,8.5
2026-01-10 17:40:32.844391,17,24.5,0,0.0,8.5
2026-01-10 17:55:32.844391,17,3.7,0,0.0,8.5
2026-01-10 18:10:32.844391,18,0.0,0,0.0,8.5
2026-01-10 18:25:32.844391,18,0.0,0,0.0,8.5
2026-01-10 18:40:32.844391,18,14.2,0,0.0,8.5
2026-01-10 18:55:32.844391,18,0.0,0,0.0,8.5
2026-01-10 19:10:32.844391,19,170.6,1,5.6,8.5
2026-01-10 19:25:32.844391,19,118.8,1,0.0,8.5
2026-01-10 19:40:32.844391,19,157.4,1,0.0,8.5
2026-01-10 19:55:32.844391,19,298.2,1,0.0,8.5
2026-01-10 20:10:32.844391,20,250.7,0,0.0,8.5
2026-01-10 20:25:32.844391,20,174.7,1,0.0,8.5
2026-01-10 20:40:32.844391,20,222.6,1,9.47,8.5
2026-01-10 20:55:32.844391,20,218.1,0,0.0,8.5
2026-01-10 21:10:32.844391,21,252.9,1,0.0,8.5
2026-01-10 21:25:32.844391,21,139.8,0,0.0,8.5
2026-01-10 21:40:32.844391,21,120.6,1,0.0,8.5
2026-01-10 21:55:32.844391,21,9.5,1,0.0,8.5
2026-01-10 22:10:32.844391,22,484.6,0,0.0,10.2
2026-01-10 22:25:32.844391,22,236.2,0,0.0,10.2
2026-01-10 22:40:32.844391,22,28.6,0,0.0,10.2
2026-01-10 22:55:32.844391,22,289.0,1,0.0,10.2
2026-01-10 23:10:32.844391,23,214.7,1,0.0,10.2
2026-01-10 23:25:32.844391,23,60.9,1,8.87,10.2
2026-01-10 23:40:32.844391,23,241.5,0,0.0,10.2
2026-01-10 23:55:32.844391,23,235.4,1,0.0,10.2
2026-01-11 00:10:32.844391,0,0.0,0,0.0,6.8
2026-01-11 00:25:32.844391,0,0.0,0,0.0,6.8
2026-01-11 00:40:32.844391,0,0.0,0,0.0,6.8
2026-01-11 00:55:32.844391,0,10.6,0,0.0,6.8
2026-01-11 01:10:32.844391,1,28.7,0,0.0,6.8
2026-01-11 01:25:32.844391,1,0.0,0,0.0,6.8
2026-01-11 01:40:32.844391,1,14.5,0,0.0,6.8
2026-01-11 01:55:32.844391,1,0.0,0,0.0,6.8
2026-01-11 02:10:32.844391,2,2.4,0,0.0,6.8
2026-01-11 02:25:32.844391,2,0.0,0,0.0,6.8
2026-01-11 02:40:32.844391,2,18.7,0,0.5,6.8
2026-01-11 02:55:32.844391,2,4.5,0,0.0,6.8
2026-01-11 03:10:32.844391,3,0.0,0,0.0,6.8
2026-01-11 03:25:32.844391,3,0.0,0,0.0,6.8
2026-01-11 03:40:32.844391,3,5.6,0,0.0,6.8
2026-01-11 03:55:32.844391,3,0.0,0,0.0,6.8
2026-01-11 04:10:32.844391,4,0.0,0,0.0,6.8
2026-01-11 04:25:32.844391,4,0.0,0,0.0,6.8
2026-01-11 04:40:32.844391,4,0.0,0,0.0,6.8
2026-01-11 04:55:32.844391,4,0.0,0,0.0,6.8
2026-01-11 05:10:32.844391,5,0.0,0,0.0,6.8
2026-01-11 05:25:32.844391,5,0.0,0,0.0,6.8
2026-01-11 05:40:32.844391,5,0.0,0,0.0,6.8
2026-01-11 05:55:32.844391,5,11.1,0,0.0,6.8
2026-01-11 06:10:32.844391,6,0.0,0,0.0,8.5
2026-01-11 06:25:32.844391,6,0.0,0,0.0,8.5
2026-01-11 06:40:32.844391,6,0.0,0,0.0,8.5
2026-01-11 06:55:32.844391,6,0.0,0,0.0,8.5
2026-01-11 07:10:32.844391,7,2.9,0,0.0,8.5
2026-01-11 07:25:32.844391,7,0.0,0,0.0,8.5
2026-01-11 07:40:32.844391,7,4.3,0,0.0,8.5
2026-01-11 07:55:32.844391,7,0.5,0,0.0,8.5
2026-01-11 08:10:32.844391,8,1.7,0,0.0,8.5
2026-01-11 08:25:32.844391,8,11.1,0,0.0,8.5
2026-01-11 08:40:32.844391,8,0.0,0,0.0,8.5
2026-01-11 08:55:32.844391,8,3.7,0,0.0,8.5
2026-01-11 09:10:32.844391,9,12.2,0,0.0,8.5
2026-01-11 09:25:32.844391,9,0.0,0,0.0,8.5
2026-01-11 09:40:32.844391,9,9.9,0,0.0,8.5
2026-01-11 09:55:32.844391,9,0.0,0,0.0,8.5
2026-01-11 10:10:32.844391,10,0.0,0,0.0,8.5
2026-01-11 10:25:32.844391,10,0.0,0,0.5,8.5
2026-01-11 10:40:32.844391,10,0.0,0,0.0,8.5
2026-01-11 10:55:32.844391,10,3.1,0,0.0,8.5
2026-01-11 11:10:32.844391,11,0.0,0,0.0,8.5
2026-01-11 11:25:32.844391,11,10.0,0,0.0,8.5
2026-01-11 11:40:32.844391,11,0.0,0,0.0,8.5
2026-01-11 11:55:32.844391,11,5.5,0,0.0,8.5
2026-01-11 12:10:32.844391,12,0.0,0,0.0,8.5
2026-01-11 12:25:32.844391,12,0.0,0,0.5,8.5
2026-01-11 12:40:32.844391,12,0.0,0,0.0,8.5
2026-01-11 12:55:32.844391,12,0.0,0,0.0,8.5
2026-01-11 13:10:32.844391,13,0.0,0,0.0,8.5
2026-01-11 13:25:32.844391,13,0.0,0,0.0,8.5
2026-01-11 13:40:32.844391,13,4.3,0,0.0,8.5
2026-01-11 13:55:32.844391,13,5.5,0,0.0,8.5
2026-01-11 14:10:32.844391,14,0.0,0,0.0,10.2
2026-01-11 14:25:32.844391,14,0.0,0,0.0,10.2
2026-01-11 14:40:32.844391,14,3.0,0,0.0,10.2
2026-01-11 14:55:32.844391,14,0.0,1,0.0,10.2
2026-01-11 15:10:32.844391,15,10.0,0,0.0,10.2
2026-01-11 15:25:32.844391,15,24.3,0,0.0,10.2
2026-01-11 15:40:32.844391,15,3.6,0,0.0,10.2
2026-01-11 15:55:32.844391,15,6.1,0,0.0,10.2
2026-01-11 16:10:32.844391,16,10.6,0,0.0,10.2
2026-01-11 16:25:32.844391,16,2.5,0,0.0,10.2
2026-01-11 16:40:32.844391,16,0.0,1,0.0,10.2
2026-01-11 16:55:32.844391,16,7.3,0,0.0,10.2
2026-01-11 17:10:32.844391,17,2.9,0,0.5,8.5
2026-01-11 17:25:32.844391,17,0.0,0,0.0,8.5
2026-01-11 17:40:32.844391,17,0.0,0,0.0,8.5
2026-01-11 17:55:32.844391,17,11.6,0,0.0,8.5
2026-01-11 18:10:32.844391,18,0.0,0,0.0,8.5
2026-01-11 18:25:32.844391,18,0.0,0,0.0,8.5
2026-01-11 18:40:32.844391,18,7.4,0,0.0,8.5
2026-01-11 18:55:32.844391,18,0.0,0,0.0,8.5
2026-01-11 19:10:32.844391,19,142.0,0,0.0,8.5
2026-01-11 19:25:32.844391,19,371.7,1,8.5,8.5
2026-01-11 19:40:32.844391,19,251.5,1,0.0,8.5
